hh_ID,n_hh,n_waa,n_child,n_aged,csec,all_school,region,cropprod,landsize,mo_lowfood
776,10,5,4,1,0,0,3,23.17,6.07,6
1164,6,2,3,1,0,1,3,18.85,5.67,6
1673,6,3,4,0,0,0,5,17.31,0.4,0
1015,4,2,1,1,0,0,4,15.39,0.81,2
798,7,2,4,1,0,0,3,13.16,4.05,8
1315,4,2,1,1,0,1,1,11.8,4.05,0
1298,4,2,1,1,0,1,4,10.12,5.67,10
1680,2,2,1,0,1,0,1,10.08,2.02,0
724,3,0,1,2,0,1,3,9.95,3.24,0
335,8,3,3,2,0,0,1,9.86,0.81,4
1011,5,3,1,1,0,0,4,9.47,4.05,10
269,9,2,5,2,1,0,3,9.44,2.43,12
1085,3,1,1,1,0,0,4,9.15,2.43,0
111,13,7,3,3,0,0,1,8.82,2.02,2
1162,6,2,3,1,0,1,4,8.62,2.02,2
62,10,2,4,4,0,1,3,8.58,8.9,0
933,5,2,2,1,0,0,4,8.06,2.83,2
684,5,2,1,2,0,1,4,7.96,2.43,10
1073,3,1,1,1,0,0,4,7.9,2.83,6
1129,7,2,4,1,0,1,1,7.79,2.43,0
301,8,2,4,2,0,0,4,7.77,3.24,8
72,20,6,11,3,0,0,4,7.71,3.24,4
1623,4,2,2,0,0,1,3,7.61,4.86,0
562,7,2,3,2,0,1,4,7.58,5.26,0
1237,5,2,2,1,0,1,3,7.45,8.09,0
1701,0,1,3,0,1,0,6,7.42,2.83,0
1702,0,1,3,0,1,0,6,7.42,2.83,0
459,6,3,1,2,0,0,4,7.24,4.86,4
1358,9,3,6,0,0,0,1,6.84,2.33,2
758,9,3,5,1,0,0,4,6.68,5.67,0
1404,6,2,4,0,0,0,1,6.67,2.02,0
509,10,2,6,2,0,1,1,6.66,2.02,0
1411,7,4,3,0,1,0,4,6.64,8.09,0
1053,4,2,1,1,0,0,3,6.5,2.02,0
267,9,2,5,2,0,0,4,6.07,5.26,6
609,6,2,2,2,0,1,4,6.03,3.24,0
171,6,2,1,3,0,0,4,5.92,4.05,10
1232,5,2,2,1,0,1,1,5.91,4.05,0
678,5,2,1,2,0,1,4,5.9,3.64,2
84,10,2,5,3,0,0,4,5.83,4.86,6
41,9,1,4,4,0,0,3,5.82,3.24,6
991,4,1,2,1,0,0,3,5.81,7.28,0
247,10,2,6,2,0,0,4,5.67,8.09,8
1569,5,2,3,0,1,1,1,5.63,1.21,8
406,6,2,2,2,0,0,3,5.58,2.43,4
1314,4,2,1,1,0,1,1,5.46,2.43,0
923,6,3,2,1,0,0,4,5.32,8.09,0
1124,7,2,4,1,0,1,3,5.21,7.69,8
1134,7,2,4,1,0,1,4,5.18,6.07,0
1147,7,3,3,1,0,1,3,5.12,9.71,0
230,6,2,1,3,0,1,4,5.08,8.09,0
561,7,2,3,2,0,1,3,5.02,5.26,0
1139,5,0,4,1,0,1,4,4.86,8.09,0
1244,5,2,2,1,1,1,5,4.84,0.81,0
1293,4,2,1,1,0,1,3,4.8,4.86,4
865,6,2,3,1,0,0,4,4.75,6.47,4
1622,4,2,2,0,0,1,3,4.74,9.31,0
881,6,2,3,1,0,0,4,4.72,7.28,6
173,6,2,1,3,0,0,3,4.7,8.09,0
1114,7,2,4,1,0,1,1,4.69,2.02,10
55,6,0,2,4,0,0,3,4.69,6.07,8
851,6,2,3,1,1,0,2,4.67,4.86,8
1432,5,2,3,0,0,0,4,4.6,4.05,8
429,6,2,2,2,0,0,4,4.6,2.02,0
860,6,2,3,1,0,0,3,4.56,4.05,2
845,7,3,3,1,0,0,3,4.4,3.24,0
739,10,3,6,1,0,0,3,4.38,9.31,0
1250,4,1,2,1,0,1,3,4.32,8.09,4
1068,3,1,1,1,0,0,3,4.31,4.05,6
1044,4,2,1,1,1,0,1,4.31,1.42,0
783,8,3,4,1,0,0,3,4.29,6.07,6
444,4,0,2,2,1,0,2,4.25,0.4,10
825,6,1,4,1,0,0,3,4.24,8.09,0
1427,5,2,3,0,0,0,4,4.16,4.45,10
1419,5,2,3,0,0,0,4,4.15,2.83,4
289,10,4,4,2,0,0,3,4.12,6.07,6
1099,8,2,5,1,1,1,1,4.12,2.02,6
537,10,5,3,2,0,1,6,4.01,8.09,6
538,10,5,3,2,0,1,6,4.01,8.09,6
327,7,1,4,2,0,0,3,3.99,6.07,0
1354,10,2,8,0,0,0,5,3.89,1.62,8
166,7,3,1,3,0,0,3,3.87,6.07,6
1178,5,1,3,1,0,1,4,3.85,9.31,0
243,12,4,6,2,0,0,3,3.82,6.07,0
578,7,3,2,2,0,1,4,3.8,7.28,0
857,6,2,3,1,0,0,3,3.79,4.05,12
1005,3,0,2,1,0,0,6,3.78,0.4,0
1514,3,2,1,0,0,0,3,3.77,3.24,10
1238,5,2,2,1,0,1,3,3.77,4.86,0
1010,5,3,1,1,0,0,3,3.67,8.09,6
1159,6,2,3,1,0,1,4,3.67,2.43,8
345,7,2,3,2,1,0,1,3.65,4.05,6
994,4,1,2,1,0,0,4,3.61,3.24,0
821,6,1,4,1,0,0,4,3.6,3.24,8
386,7,2,3,2,0,0,4,3.59,6.07,0
762,8,2,5,1,0,0,3,3.58,6.07,4
1270,5,3,1,1,0,1,4,3.58,8.09,0
730,11,3,7,1,0,0,6,3.57,4.05,0
1051,4,2,1,1,0,0,3,3.57,3.64,0
190,9,3,3,3,1,1,2,3.54,2.02,6
702,5,2,1,2,0,1,4,3.54,4.86,0
324,7,1,4,2,0,0,3,3.53,2.02,12
920,6,3,2,1,1,0,4,3.52,4.45,2
259,10,3,5,2,0,0,4,3.5,6.07,4
848,7,3,3,1,0,0,4,3.47,2.83,0
952,5,2,2,1,0,0,4,3.46,3.24,10
109,7,0,4,3,0,0,3,3.46,6.88,4
676,5,2,1,2,0,1,4,3.44,3.24,2
680,5,2,1,2,0,1,4,3.44,3.24,6
294,9,3,4,2,0,0,3,3.43,8.09,6
1620,4,2,2,0,0,1,1,3.43,1.21,0
1375,6,1,5,0,0,0,3,3.42,6.07,4
1459,5,3,2,0,0,0,3,3.42,7.28,8
1704,4,0,9,0,1,0,3,3.41,4.05,0
932,5,2,2,1,0,0,4,3.4,3.24,4
1374,7,2,5,0,0,0,1,3.39,1.21,0
29,9,2,2,5,0,1,4,3.38,9.71,2
187,9,2,4,3,0,1,6,3.36,8.09,6
1587,5,2,3,0,0,1,3,3.33,5.67,0
1524,3,2,1,0,1,0,1,3.32,0.81,0
718,3,0,1,2,0,1,4,3.32,1.62,10
61,5,0,1,4,0,0,3,3.3,8.09,0
1481,4,2,2,0,0,0,4,3.3,2.02,10
1633,7,6,1,0,1,1,2,3.29,4.05,0
1412,6,3,3,0,0,0,1,3.26,2.02,4
318,8,2,4,2,0,0,4,3.25,2.02,0
1292,4,2,1,1,0,1,3,3.25,8.5,6
1084,3,1,1,1,0,0,4,3.24,0.81,0
1580,5,2,3,0,0,1,3,3.24,4.05,6
400,6,2,2,2,0,0,1,3.24,0.81,2
1667,6,2,5,0,0,0,3,3.24,6.07,4
1616,4,2,2,0,0,1,4,3.23,4.05,10
510,10,2,6,2,1,1,2,3.22,8.09,0
1368,7,2,5,0,0,0,4,3.22,2.02,2
1713,2,1,11,0,0,0,3,3.21,6.07,0
94,10,3,4,3,0,0,4,3.2,8.09,4
1296,4,2,1,1,1,1,4,3.2,2.43,4
1611,4,2,2,0,0,1,3,3.18,8.09,4
1617,4,2,2,0,0,1,4,3.18,8.09,10
1058,3,1,1,1,0,0,1,3.18,4.05,6
535,10,5,3,2,1,1,4,3.17,2.83,1
528,8,2,4,2,0,1,1,3.15,1.01,0
1113,7,2,4,1,0,1,1,3.12,1.21,2
122,8,2,3,3,0,0,3,3.09,8.09,6
992,4,1,2,1,0,0,3,3.09,8.09,0
1026,4,2,1,1,0,0,3,3.08,6.47,10
432,6,2,2,2,0,0,3,3.08,4.05,0
1433,5,2,3,0,0,0,4,3.05,8.09,6
805,7,2,4,1,0,0,4,3.05,2.83,4
788,7,2,4,1,0,0,1,3.05,2.02,6
789,7,2,4,1,0,0,1,3.05,2.02,6
890,6,2,3,1,0,0,3,3.04,3.64,0
127,8,2,3,3,0,0,4,3.04,8.09,2
292,10,4,4,2,1,0,3,3.04,5.67,0
615,6,2,2,2,1,1,6,3.03,5.67,0
1094,10,3,6,1,1,1,1,3.02,1.62,6
1467,4,2,2,0,0,0,4,3.02,6.47,4
184,11,4,4,3,1,1,1,3.02,1.21,0
1152,6,2,3,1,0,1,1,3,2.02,6
319,8,2,4,2,0,0,3,3,8.09,0
241,11,2,7,2,0,0,4,2.97,7.28,4
574,7,3,2,2,0,1,4,2.94,1.62,2
1608,4,2,2,0,0,1,1,2.93,0.81,2
1112,7,2,4,1,1,1,1,2.91,0.81,4
1022,4,2,1,1,0,0,3,2.91,6.07,6
1275,4,2,1,1,1,1,1,2.9,1.21,4
1138,6,1,4,1,0,1,1,2.9,1.21,0
1710,0,3,4,0,1,0,1,2.89,4.05,4
1547,6,2,4,0,1,1,1,2.89,1.62,4
1234,5,2,2,1,0,1,1,2.89,1.82,0
1176,5,1,3,1,0,1,3,2.88,3.24,0
1438,5,2,3,0,0,0,1,2.87,0.81,0
1271,5,3,1,1,0,1,4,2.87,8.09,0
995,3,0,2,1,0,0,1,2.85,2.02,4
750,13,7,5,1,0,0,1,2.85,2.02,4
1577,5,2,3,0,0,1,4,2.85,2.43,8
15,12,3,4,5,0,0,4,2.83,2.83,8
1111,7,2,4,1,1,1,1,2.83,1.21,6
918,6,3,2,1,0,0,4,2.8,0.81,2
1369,7,2,5,0,1,0,4,2.79,6.07,2
77,12,3,6,3,1,0,1,2.79,2.43,0
1191,6,3,2,1,0,1,4,2.79,2.02,10
1048,4,2,1,1,0,0,3,2.76,4.86,0
217,5,0,2,3,0,1,1,2.76,2.02,0
729,11,3,7,1,0,0,3,2.75,8.9,0
666,5,2,1,2,0,1,4,2.75,6.07,4
1566,6,3,3,0,0,1,2,2.74,8.09,0
793,7,2,4,1,0,0,4,2.74,8.09,2
1158,6,2,3,1,0,1,4,2.74,2.43,4
958,5,2,2,1,0,0,4,2.74,8.09,6
577,7,3,2,2,0,1,3,2.74,8.09,4
650,5,2,1,2,1,1,1,2.72,0.81,6
554,7,2,3,2,0,1,4,2.72,2.02,10
1341,3,1,1,1,1,1,1,2.7,0.81,0
1126,7,2,4,1,0,1,4,2.7,2.83,6
382,7,2,3,2,0,0,2,2.7,2.02,0
903,5,1,3,1,0,0,4,2.7,4.05,10
385,7,2,3,2,0,0,4,2.69,2.02,0
1034,4,2,1,1,0,0,4,2.69,1.62,10
571,8,4,2,2,0,1,3,2.68,9.71,6
1177,5,1,3,1,0,1,3,2.67,6.07,0
1468,4,2,2,0,0,0,4,2.67,2.43,2
1274,4,2,1,1,0,1,1,2.66,1.21,4
433,6,2,2,2,0,0,4,2.64,2.43,0
1317,4,2,1,1,1,1,2,2.63,8.09,0
296,9,3,4,2,0,0,4,2.62,4.05,8
1588,5,2,3,0,0,1,3,2.62,4.05,0
832,8,4,3,1,0,0,4,2.61,3.24,6
993,4,1,2,1,0,0,3,2.6,2.02,0
971,5,2,2,1,0,0,3,2.59,6.07,0
121,9,3,3,3,0,0,3,2.59,5.67,0
1107,8,3,4,1,1,1,1,2.59,2.02,4
924,6,3,2,1,0,0,3,2.58,6.47,0
1682,0,0,1,0,0,0,3,2.57,8.09,0
1548,6,2,4,0,0,1,2,2.57,4.05,2
479,5,2,1,2,0,0,4,2.57,4.05,6
74,12,1,8,3,1,0,1,2.57,2.02,4
669,5,2,1,2,0,1,3,2.56,2.43,6
1239,5,2,2,1,0,1,3,2.55,8.09,0
1246,4,1,2,1,0,1,4,2.54,2.83,2
222,6,2,1,3,1,1,2,2.54,4.45,4
1696,1,2,1,0,1,1,6,2.53,4.45,1
772,8,2,5,1,0,0,3,2.53,2.02,0
1295,4,2,1,1,0,1,4,2.53,2.02,10
999,3,0,2,1,0,0,4,2.52,1.62,2
1539,7,2,5,0,0,1,1,2.51,2.02,6
180,4,0,1,3,0,0,3,2.51,6.07,2
1225,5,2,2,1,0,1,4,2.5,8.5,8
891,6,2,3,1,0,0,3,2.5,4.05,0
1098,8,2,5,1,0,1,1,2.49,1.01,8
697,5,2,1,2,1,1,6,2.49,4.45,1
661,5,2,1,2,0,1,4,2.49,1.62,8
975,5,2,2,1,0,0,4,2.48,3.24,0
1035,4,2,1,1,0,0,4,2.46,3.24,10
622,5,1,2,2,0,1,4,2.44,1.21,6
774,7,1,5,1,0,0,4,2.44,8.9,10
1416,6,3,3,0,0,0,4,2.44,2.43,4
157,6,1,2,3,0,0,4,2.43,4.45,4
888,6,2,3,1,0,0,4,2.43,4.05,0
1642,4,3,1,0,0,1,4,2.43,2.83,6
872,6,2,3,1,0,0,4,2.43,4.05,2
929,5,2,2,1,0,0,4,2.42,3.64,6
794,7,2,4,1,0,0,4,2.42,2.43,2
1572,5,2,3,0,0,1,2,2.41,6.07,4
197,6,0,3,3,0,1,3,2.41,3.24,2
1387,6,2,4,0,0,0,3,2.39,7.28,4
979,4,1,2,1,0,0,4,2.39,3.24,6
866,6,2,3,1,0,0,4,2.38,2.02,6
462,6,3,1,2,0,0,4,2.38,4.05,6
93,10,3,4,3,0,0,1,2.38,2.02,4
642,6,3,1,2,0,1,4,2.38,8.9,4
1397,6,2,4,0,0,0,4,2.37,3.24,4
1009,5,3,1,1,0,0,3,2.37,4.86,6
1377,6,1,5,0,0,0,3,2.37,4.86,0
550,7,2,3,2,0,1,3,2.36,7.28,10
1687,2,1,3,0,0,0,3,2.36,3.64,2
442,5,1,2,2,0,0,6,2.36,2.83,2
1600,5,3,2,0,0,1,3,2.34,2.02,12
76,12,3,6,3,0,0,5,2.33,4.86,10
1708,3,2,7,0,0,0,4,2.32,8.09,6
1439,5,2,3,0,0,0,4,2.32,5.26,0
1405,6,2,4,0,1,0,6,2.32,8.09,0
414,6,2,2,2,0,0,4,2.32,2.02,2
570,9,5,2,2,0,1,4,2.32,2.02,0
1649,3,2,1,0,0,1,3,2.31,8.9,6
673,5,2,1,2,0,1,3,2.31,5.26,4
846,7,3,3,1,0,0,4,2.3,2.43,0
1054,4,2,1,1,0,0,4,2.3,4.86,0
606,6,2,2,2,0,1,1,2.3,1.42,0
631,4,0,2,2,0,1,2,2.3,6.07,6
886,6,2,3,1,0,0,1,2.29,2.02,0
761,8,2,5,1,0,0,4,2.29,1.62,6
1592,4,1,3,0,0,1,4,2.29,3.24,4
898,6,2,3,1,0,0,4,2.28,2.02,0
1215,5,2,2,1,0,1,4,2.28,5.26,4
1193,6,3,2,1,0,1,4,2.28,4.86,10
235,4,0,1,3,0,1,3,2.28,7.28,10
1060,3,1,1,1,0,0,4,2.27,1.21,4
1644,3,2,1,0,0,1,4,2.27,2.02,4
638,6,3,1,2,0,1,4,2.27,2.43,8
1565,6,3,3,0,0,1,3,2.26,6.07,8
1323,4,2,1,1,0,1,4,2.26,4.05,0
1494,3,1,2,0,0,0,3,2.26,2.43,6
836,7,3,3,1,0,0,3,2.25,4.45,4
1046,4,2,1,1,0,0,3,2.25,4.05,0
471,5,2,1,2,0,0,3,2.24,4.05,6
829,10,6,3,1,0,0,5,2.23,1.21,2
1091,2,0,1,1,0,0,3,2.22,8.09,0
625,5,1,2,2,0,1,3,2.21,2.83,8
942,5,2,2,1,0,0,4,2.21,3.64,6
820,7,2,4,1,0,0,4,2.21,3.24,0
983,4,1,2,1,1,0,3,2.2,3.64,2
742,9,2,6,1,1,0,4,2.2,3.24,10
257,13,6,5,2,0,0,4,2.19,8.09,0
463,6,3,1,2,0,0,3,2.19,4.05,0
613,6,2,2,2,0,1,4,2.18,8.09,0
468,5,2,1,2,0,0,3,2.18,4.05,6
1108,8,3,4,1,0,1,1,2.17,2.23,4
945,5,2,2,1,0,0,4,2.17,4.05,8
847,7,3,3,1,0,0,4,2.16,8.09,0
1095,10,3,6,1,0,1,2,2.16,4.05,6
1039,4,2,1,1,0,0,4,2.16,2.02,6
1150,6,2,3,1,0,1,1,2.16,3.24,4
465,5,2,1,2,0,0,4,2.16,6.88,6
424,6,2,2,2,0,0,6,2.15,8.09,2
897,6,2,3,1,0,0,4,2.15,4.86,0
1632,3,1,2,0,0,1,4,2.15,4.05,0
1407,5,1,4,0,0,0,4,2.14,4.45,6
6,18,2,10,6,0,0,4,2.14,4.45,4
1106,9,4,4,1,0,1,2,2.14,1.62,0
229,6,2,1,3,0,1,4,2.14,4.05,0
120,9,3,3,3,0,0,4,2.14,8.09,4
548,7,2,3,2,0,1,4,2.13,2.02,4
344,8,3,3,2,0,0,4,2.13,2.83,0
231,6,2,1,3,0,1,4,2.13,8.09,0
648,5,2,1,2,0,1,1,2.13,0.81,4
521,8,2,4,2,0,1,2,2.12,6.07,8
321,8,2,4,2,0,0,3,2.12,6.07,0
1200,5,2,2,1,1,1,1,2.12,0.81,4
1299,4,2,1,1,0,1,4,2.11,4.05,10
859,6,2,3,1,0,0,3,2.11,8.09,6
1049,4,2,1,1,0,0,3,2.11,2.43,0
131,8,2,3,3,0,0,5,2.1,8.09,4
964,5,2,2,1,0,0,4,2.09,8.09,4
1507,4,3,1,0,1,0,4,2.08,1.21,8
1311,4,2,1,1,0,1,4,2.08,4.05,4
1484,4,2,2,0,0,0,4,2.08,3.24,4
1575,5,2,3,0,0,1,2,2.08,6.07,2
1013,5,3,1,1,0,0,4,2.07,4.05,0
617,6,2,2,2,0,1,5,2.07,6.07,0
225,6,2,1,3,0,1,4,2.07,2.43,2
1261,8,6,1,1,0,1,4,2.07,4.45,0
1558,8,5,3,0,0,1,1,2.07,1.21,6
140,6,0,3,3,0,0,4,2.06,2.43,0
714,4,1,1,2,0,1,4,2.05,2.43,0
159,6,1,2,3,0,0,4,2.05,3.24,6
1290,4,2,1,1,0,1,4,2.04,2.43,4
926,5,2,2,1,0,0,1,2.04,2.02,8
752,11,5,5,1,0,0,1,2.04,2.02,4
397,8,4,2,2,0,0,4,2.04,3.24,0
1100,8,2,5,1,0,1,1,2.04,1.21,4
332,9,4,3,2,0,0,1,2.03,1.21,2
1332,3,1,1,1,0,1,3,2.03,1.62,6
850,6,2,3,1,0,0,1,2.02,0.81,4
384,7,2,3,2,0,0,3,2.02,3.24,0
516,10,4,4,2,0,1,2,2.02,8.09,2
1184,8,5,2,1,0,1,1,2.02,1.62,4
700,5,2,1,2,1,1,3,2.02,2.43,0
155,7,2,2,3,0,0,4,2.02,4.05,0
948,5,2,2,1,0,0,4,2.01,5.67,4
579,6,2,2,2,0,1,2,2.01,6.07,8
57,6,0,2,4,0,0,4,2.01,2.02,0
1631,3,1,2,0,0,1,1,2,1.62,0
1249,4,1,2,1,0,1,3,2,4.05,10
306,8,2,4,2,0,0,4,2,1.21,8
427,6,2,2,2,1,0,5,2,4.05,10
334,9,4,3,2,0,0,5,2,8.09,10
1031,4,2,1,1,0,0,4,1.99,4.05,2
1352,11,2,9,0,0,0,5,1.99,4.05,6
1025,4,2,1,1,0,0,3,1.98,4.05,4
1541,7,2,5,0,1,1,2,1.98,8.09,0
1282,4,2,1,1,0,1,4,1.98,1.21,8
1634,7,6,1,0,1,1,2,1.98,8.09,0
1584,5,2,3,0,1,1,1,1.98,0.81,0
288,11,5,4,2,0,0,4,1.97,3.24,6
1555,6,2,4,0,0,1,3,1.97,4.05,0
943,5,2,2,1,0,0,4,1.97,5.26,8
99,9,2,4,3,0,0,2,1.97,1.62,6
104,9,2,4,3,0,0,5,1.97,4.05,4
937,5,2,2,1,0,0,3,1.96,4.45,2
1144,7,3,3,1,0,1,4,1.95,2.43,10
896,6,2,3,1,0,0,4,1.94,6.07,0
1116,7,2,4,1,1,1,2,1.94,6.07,2
66,8,2,2,4,0,1,6,1.94,4.86,0
268,9,2,5,2,0,0,3,1.93,4.05,4
1173,6,2,3,1,0,1,4,1.91,2.02,0
649,5,2,1,2,1,1,1,1.91,1.21,4
214,6,1,2,3,0,1,6,1.91,2.83,0
215,6,1,2,3,0,1,6,1.91,2.83,0
1440,5,2,3,0,0,0,4,1.9,1.62,0
1133,7,2,4,1,0,1,2,1.9,1.62,0
1328,3,1,1,1,0,1,4,1.9,9.31,8
1694,1,1,2,0,0,1,4,1.89,1.62,4
946,5,2,2,1,0,0,4,1.89,4.05,10
1607,4,2,2,0,0,1,1,1.89,2.02,4
1172,6,2,3,1,1,1,1,1.89,1.42,0
1032,4,2,1,1,0,0,4,1.89,0.4,10
455,4,0,2,2,0,0,4,1.89,4.05,6
238,13,3,8,2,0,0,4,1.89,1.62,10
1466,5,3,2,0,0,0,1,1.89,0.4,0
126,8,2,3,3,0,0,4,1.89,4.45,10
64,8,1,3,4,0,1,2,1.89,8.09,10
1474,4,2,2,0,0,0,3,1.88,6.47,6
192,8,2,3,3,0,1,4,1.87,2.43,6
355,7,2,3,2,0,0,3,1.87,4.05,12
1683,9,4,7,0,0,0,5,1.87,2.83,4
134,8,2,3,3,0,0,4,1.87,4.05,0
38,11,3,4,4,0,0,4,1.87,8.09,6
1513,3,2,1,0,0,0,3,1.87,2.43,6
30,12,0,8,4,1,0,6,1.87,5.26,4
360,7,2,3,2,0,0,4,1.86,6.07,2
740,9,2,6,1,0,0,4,1.86,1.21,6
1669,7,4,4,0,0,0,4,1.86,2.43,2
871,6,2,3,1,0,0,4,1.86,3.64,4
944,5,2,2,1,0,0,4,1.86,4.05,8
930,5,2,2,1,0,0,4,1.86,2.43,2
149,7,2,2,3,0,0,4,1.86,2.43,4
333,9,4,3,2,0,0,4,1.85,6.07,4
1470,4,2,2,0,0,0,4,1.85,1.62,10
950,5,2,2,1,0,0,4,1.85,6.07,10
826,11,7,3,1,0,0,4,1.84,2.43,8
1630,3,1,2,0,0,1,4,1.84,3.64,4
970,5,2,2,1,0,0,3,1.84,7.69,0
1674,5,2,4,0,0,0,4,1.84,4.45,8
815,7,2,4,1,0,0,3,1.84,4.86,0
1160,6,2,3,1,0,1,4,1.83,0.81,8
428,6,2,2,2,0,0,1,1.83,0.61,0
940,5,2,2,1,0,0,3,1.83,4.05,12
411,6,2,2,2,0,0,3,1.83,4.05,6
124,8,2,3,3,0,0,4,1.83,6.07,6
1678,3,2,2,0,0,0,4,1.82,1.62,6
1214,5,2,2,1,0,1,4,1.82,3.24,6
193,8,2,3,3,0,1,4,1.82,5.26,10
887,6,2,3,1,0,0,2,1.82,7.69,0
1688,1,1,2,0,1,0,4,1.82,1.62,2
198,9,4,2,3,0,1,4,1.82,2.83,2
7,15,3,6,6,0,0,1,1.82,0.81,6
439,5,1,2,2,0,0,3,1.81,4.05,6
530,8,2,4,2,0,1,4,1.81,4.05,0
633,8,5,1,2,0,1,5,1.8,4.05,4
1187,7,4,2,1,0,1,4,1.8,2.83,10
426,6,2,2,2,0,0,5,1.8,4.05,4
119,9,3,3,3,0,0,4,1.79,2.02,6
921,6,3,2,1,0,0,4,1.79,3.64,8
1443,5,2,3,0,0,0,4,1.79,1.21,0
1141,8,4,3,1,0,1,4,1.79,4.05,10
115,10,4,3,3,0,0,4,1.79,2.02,4
97,10,3,4,3,0,0,4,1.79,2.43,4
1458,5,3,2,0,0,0,3,1.78,6.88,6
1638,5,4,1,0,1,1,2,1.78,8.09,0
1241,5,2,2,1,0,1,4,1.78,4.05,0
